22:3:16 - 7/12/2021 - 18.97 - 0.00 - Traffic(0.00) Geophony(0.21) Biophony(0.02) Anthrophony(0.78) 
1:29:11 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.02) 
1:29:12 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.14) Anthrophony(0.02) 
1:29:13 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.02) 
1:29:14 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.14) Anthrophony(0.00) 
1:29:15 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.06) Anthrophony(0.04) 
1:29:16 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.14) Anthrophony(0.02) 
1:29:17 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
1:29:18 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.14) Anthrophony(0.00) 
1:29:19 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.79) Biophony(0.21) Anthrophony(0.00) 
1:29:20 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.77) Biophony(0.20) Anthrophony(0.02) 
1:29:21 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
1:29:22 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.14) Anthrophony(0.02) 
1:29:23 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
1:29:24 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.01) 
1:29:25 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
1:29:26 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.91) Biophony(0.06) Anthrophony(0.03) 
1:29:27 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.02) 
1:29:28 - 8/12/2021 - 5.28 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.02) 
1:29:29 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.06) Anthrophony(0.02) 
1:29:30 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.14) Anthrophony(0.00) 
1:29:31 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
1:29:32 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.68) Biophony(0.28) Anthrophony(0.05) 
1:29:33 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
1:29:34 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
1:29:35 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
1:29:36 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
1:29:37 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
1:29:38 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.01) 
1:29:39 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.09) Anthrophony(0.09) 
1:29:40 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.91) Biophony(0.06) Anthrophony(0.03) 
1:29:41 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.01) Anthrophony(0.02) 
1:29:42 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.04) Anthrophony(0.03) 
1:29:43 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.03) Anthrophony(0.03) 
1:29:44 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.09) Anthrophony(0.02) 
1:29:45 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.29) Anthrophony(0.02) 
1:29:46 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.91) Biophony(0.03) Anthrophony(0.06) 
1:29:47 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
1:29:48 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.01) Anthrophony(0.02) 
1:29:49 - 8/12/2021 - 5.40 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.09) Anthrophony(0.09) 
1:29:50 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.13) Anthrophony(0.09) 
1:29:51 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.66) Biophony(0.27) Anthrophony(0.07) 
1:29:52 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.48) Biophony(0.48) Anthrophony(0.04) 
1:29:53 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.59) Biophony(0.38) Anthrophony(0.03) 
1:29:54 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.04) Anthrophony(0.00) 
1:29:55 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
1:29:56 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
1:29:57 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.52) Geophony(0.34) Biophony(0.00) Anthrophony(0.14) 
1:29:58 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.79) Geophony(0.00) Biophony(0.00) Anthrophony(0.21) 
1:29:59 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.99) Geophony(0.00) Biophony(0.00) Anthrophony(0.01) 
1:30:0 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.04) Geophony(0.00) Biophony(0.14) Anthrophony(0.82) 
1:30:1 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.78) Geophony(0.00) Biophony(0.09) Anthrophony(0.13) 
1:30:2 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.05) Geophony(0.09) Biophony(0.52) Anthrophony(0.34) 
1:30:3 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.20) Biophony(0.75) Anthrophony(0.05) 
1:30:4 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.73) Biophony(0.19) Anthrophony(0.08) 
1:30:5 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.14) Anthrophony(0.05) 
1:30:6 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.52) Biophony(0.34) Anthrophony(0.14) 
1:30:7 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.04) Anthrophony(0.03) 
1:30:8 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.04) Anthrophony(0.03) 
1:30:9 - 8/12/2021 - 5.38 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.02) 
1:30:10 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.04) Anthrophony(0.03) 
1:30:11 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.14) Anthrophony(0.05) 
1:30:12 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.14) Anthrophony(0.02) 
1:30:13 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.02) 
1:30:14 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.09) Anthrophony(0.06) 
1:30:15 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
1:30:16 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.09) Anthrophony(0.02) 
1:30:17 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.12) Anthrophony(0.12) 
1:30:18 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.13) Anthrophony(0.09) 
1:30:19 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.20) Anthrophony(0.05) 
1:30:20 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.77) Biophony(0.20) Anthrophony(0.02) 
1:30:21 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.09) Anthrophony(0.09) 
1:30:22 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.18) Anthrophony(0.12) 
1:30:23 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.91) Biophony(0.06) Anthrophony(0.03) 
1:30:24 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.05) Anthrophony(0.20) 
1:30:25 - 8/12/2021 - 5.38 - 0.00 - Traffic(0.01) Geophony(0.59) Biophony(0.16) Anthrophony(0.24) 
1:30:26 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.52) Biophony(0.14) Anthrophony(0.34) 
1:30:27 - 8/12/2021 - 5.28 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.02) Anthrophony(0.09) 
1:30:28 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.91) Biophony(0.06) Anthrophony(0.03) 
1:30:29 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.03) Anthrophony(0.03) 
1:30:30 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.87) Biophony(0.09) Anthrophony(0.04) 
1:30:31 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.68) Biophony(0.28) Anthrophony(0.05) 
1:30:32 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.09) Anthrophony(0.13) 
1:30:33 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.49) Biophony(0.20) Anthrophony(0.31) 
1:30:35 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.09) Anthrophony(0.09) 
1:30:36 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.77) Biophony(0.04) Anthrophony(0.20) 
1:30:37 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.49) Biophony(0.31) Anthrophony(0.20) 
1:30:38 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.52) Biophony(0.14) Anthrophony(0.34) 
1:30:39 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.63) Biophony(0.11) Anthrophony(0.26) 
1:30:40 - 8/12/2021 - 5.28 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.06) Anthrophony(0.09) 
1:30:41 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.09) Anthrophony(0.09) 
1:30:42 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.91) Biophony(0.06) Anthrophony(0.03) 
1:30:43 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.14) Anthrophony(0.05) 
1:30:44 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.04) Anthrophony(0.04) 
1:30:45 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.47) Biophony(0.05) Anthrophony(0.47) 
1:30:46 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.04) Anthrophony(0.03) 
1:30:47 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.68) Biophony(0.28) Anthrophony(0.05) 
1:30:48 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.04) Anthrophony(0.14) 
1:30:49 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.55) Biophony(0.23) Anthrophony(0.23) 
1:30:50 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.01) 
1:30:51 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.04) Anthrophony(0.04) 
1:30:52 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.02) 
1:30:53 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.55) Biophony(0.36) Anthrophony(0.09) 
1:30:54 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.29) Biophony(0.01) Anthrophony(0.70) 
1:30:55 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.05) Anthrophony(0.20) 
1:30:56 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.59) Biophony(0.03) Anthrophony(0.38) 
1:30:57 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.03) Anthrophony(0.04) 
1:30:58 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.20) Anthrophony(0.05) 
1:30:59 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.12) Anthrophony(0.18) 
1:31:0 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.18) Anthrophony(0.12) 
1:31:1 - 8/12/2021 - 5.38 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
1:31:2 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.06) Anthrophony(0.06) 
1:31:3 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.04) Anthrophony(0.04) 
1:31:4 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.04) Anthrophony(0.03) 
1:31:5 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.05) Anthrophony(0.14) 
1:31:6 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.63) Biophony(0.26) Anthrophony(0.11) 
1:31:7 - 8/12/2021 - 5.28 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.06) Anthrophony(0.04) 
1:31:8 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.91) Biophony(0.06) Anthrophony(0.03) 
1:31:9 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.14) Anthrophony(0.04) 
1:31:10 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.77) Biophony(0.20) Anthrophony(0.02) 
1:31:11 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.18) Anthrophony(0.12) 
1:31:12 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.87) Biophony(0.09) Anthrophony(0.04) 
1:31:13 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.13) Anthrophony(0.09) 
1:31:14 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.14) Anthrophony(0.05) 
1:31:15 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.14) Anthrophony(0.02) 
1:31:16 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.01) 
1:31:17 - 8/12/2021 - 5.38 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.06) Anthrophony(0.04) 
1:31:18 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.04) Anthrophony(0.06) 
1:31:19 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.14) Anthrophony(0.05) 
1:31:20 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.03) Anthrophony(0.03) 
1:31:21 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.02) 
1:31:22 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
1:31:23 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
1:31:24 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.01) Anthrophony(0.00) 
1:31:25 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.09) Anthrophony(0.06) 
1:31:26 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.73) Biophony(0.19) Anthrophony(0.08) 
1:31:27 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.03) Geophony(0.59) Biophony(0.00) Anthrophony(0.38) 
1:31:28 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.78) Geophony(0.00) Biophony(0.02) Anthrophony(0.20) 
1:31:29 - 8/12/2021 - 5.34 - 0.00 - Traffic(1.00) Geophony(0.00) Biophony(0.00) Anthrophony(0.00) 
1:31:30 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.55) Biophony(0.36) Anthrophony(0.09) 
1:31:31 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
1:31:32 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.07) Geophony(0.27) Biophony(0.01) Anthrophony(0.65) 
1:31:33 - 8/12/2021 - 5.28 - 0.00 - Traffic(0.00) Geophony(0.87) Biophony(0.09) Anthrophony(0.04) 
1:31:34 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.06) Anthrophony(0.01) 
1:31:35 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.77) Biophony(0.20) Anthrophony(0.04) 
1:31:36 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.04) Anthrophony(0.04) 
1:31:37 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.06) Anthrophony(0.06) 
1:31:38 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.20) Anthrophony(0.05) 
1:31:39 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
1:31:40 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.02) Anthrophony(0.03) 
1:31:41 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.06) Anthrophony(0.01) 
1:31:42 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.94) Biophony(0.04) Anthrophony(0.02) 
1:31:43 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
1:31:44 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
1:31:45 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.06) Anthrophony(0.01) 
1:31:46 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.06) Anthrophony(0.04) 
1:31:47 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.09) Anthrophony(0.06) 
1:31:48 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.02) Anthrophony(0.02) 
1:31:49 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.13) Anthrophony(0.09) 
1:31:50 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.49) Biophony(0.31) Anthrophony(0.20) 
1:31:51 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.06) Anthrophony(0.06) 
1:31:52 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
1:31:53 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.20) Anthrophony(0.05) 
1:31:54 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.07) Anthrophony(0.00) 
1:31:55 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.06) Anthrophony(0.01) 
1:31:56 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.04) Anthrophony(0.00) 
1:31:57 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
1:31:58 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.03) Anthrophony(0.00) 
1:31:59 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
1:32:0 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.02) Anthrophony(0.02) 
1:32:1 - 8/12/2021 - 5.30 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
1:32:2 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.09) Anthrophony(0.02) 
1:32:3 - 8/12/2021 - 5.38 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.14) Anthrophony(0.02) 
1:32:4 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.06) Anthrophony(0.02) 
1:32:5 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.03) Anthrophony(0.01) 
1:32:6 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.01) Anthrophony(0.00) 
1:32:7 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.02) Anthrophony(0.02) 
1:32:8 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.02) Anthrophony(0.02) 
1:32:9 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.06) Anthrophony(0.01) 
1:32:10 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.60) Biophony(0.25) Anthrophony(0.16) 
1:32:11 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.94) Biophony(0.04) Anthrophony(0.02) 
1:32:12 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.04) Anthrophony(0.03) 
1:32:13 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.06) Anthrophony(0.02) 
1:32:14 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.02) Anthrophony(0.02) 
1:32:15 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.20) Anthrophony(0.05) 
1:32:16 - 8/12/2021 - 5.38 - 0.00 - Traffic(0.00) Geophony(0.66) Biophony(0.17) Anthrophony(0.17) 
1:32:17 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.09) Anthrophony(0.06) 
1:32:18 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.10) Anthrophony(0.02) 
1:32:19 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.49) Biophony(0.31) Anthrophony(0.20) 
1:32:20 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.87) Biophony(0.09) Anthrophony(0.04) 
1:32:21 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.09) Anthrophony(0.09) 
1:32:22 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.20) Anthrophony(0.05) 
1:32:23 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.12) Anthrophony(0.12) 
1:32:24 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.20) Anthrophony(0.05) 
1:32:25 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.63) Biophony(0.11) Anthrophony(0.26) 
1:32:26 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.88) Biophony(0.09) Anthrophony(0.02) 
1:32:27 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.09) Anthrophony(0.09) 
1:32:28 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.14) Anthrophony(0.02) 
1:32:29 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.78) Biophony(0.09) Anthrophony(0.13) 
1:32:30 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.04) Anthrophony(0.03) 
1:32:31 - 8/12/2021 - 5.36 - 0.00 - Traffic(0.00) Geophony(0.59) Biophony(0.38) Anthrophony(0.04) 
1:32:32 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.90) Biophony(0.06) Anthrophony(0.04) 
1:32:33 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.85) Biophony(0.09) Anthrophony(0.06) 
1:32:34 - 8/12/2021 - 5.34 - 0.00 - Traffic(0.00) Geophony(0.77) Biophony(0.20) Anthrophony(0.04) 
1:32:35 - 8/12/2021 - 5.32 - 0.00 - Traffic(0.00) Geophony(0.81) Biophony(0.14) Anthrophony(0.05) 
